,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,brand,model
1556,2975000,85000,Diesel,Auto,2,2015,1968,5,BMW,X5 xDrive
1557,431000,90928,Diesel,Man,1,2013,1498,5,Mahindra,XUV500 W6
1559,500000,78000,Diesel,Auto,1,2015,1373,7,Volkswagen,Vento 1.5
1560,7150000,24900,Diesel,Auto,1,2021,1399,5,Mercedes-Benz,GLC Coupe
1561,725000,44000,Cng,Man,1,2016,1497,5,Maruti,Ertiga VXI
1562,193000,86483,Diesel,Man,3,2014,1997,5,Ford,Figo Diesel
1563,900000,20000,Petrol,Man,1,2019,1598,5,Honda,City Edge
1564,4700000,7500,Petrol,Auto,1,2020,2755,7,Jaguar,XF 2.0
1565,575000,49000,Petrol,Man,2,2017,1462,7,Renault,Duster Petrol
1566,1875000,26000,Diesel,Auto,1,2018,4461,7,Toyota,Innova Crysta
1567,675000,65000,Cng,Man,1,2015,1197,5,Maruti,Ertiga CNG
1568,158000,56000,Diesel,Auto,1,2018,1248,5,Toyota,Land Cruiser
1569,606000,40252,Petrol,Man,1,2020,1582,5,Toyota,Glanza G
1570,323000,97947,Diesel,Man,2,2014,1197,5,Maruti,Swift VDI
1572,158000,102820,Petrol,Man,1,2010,1462,7,Hyundai,i10 Sportz
1573,253000,109403,Diesel,Auto,3,2012,1993,5,Skoda,New Laura
1574,858000,37377,Petrol,Auto,1,2019,1197,5,Maruti,Ertiga VXI
1575,6200000,4000,Diesel,Auto,1,2022,1461,5,Mercedes-Benz,C-Class C
1576,367000,84728,Petrol,Man,2,2015,1968,5,Maruti,Swift Dzire
1577,324000,53548,Diesel,Man,2,2013,1497,5,Renault,Duster 85PS
1578,1619000,29397,Diesel,Auto,1,2014,1197,5,Audi,A6 2.0
1579,775000,64000,Petrol,Auto,1,2016,1997,7,Honda,City i
1581,1063000,42119,Diesel,Man,1,2017,1396,5,Mahindra,XUV500 W10
1582,327000,120450,Diesel,Man,2,2014,1198,5,Maruti,Swift Dzire
1583,835000,70000,Diesel,Man,1,2017,1991,4,Hyundai,Creta 1.4
1584,440000,59534,Petrol,Man,2,2015,1373,5,Honda,Amaze S
1585,650000,90000,Diesel,Auto,2,2016,2494,8,Chevrolet,Cruze LTZ
1586,750000,63001,Petrol,Man,1,2017,1950,5,Maruti,Ciaz 1.4
1587,1350000,153000,Diesel,Man,1,2014,1197,5,Toyota,Innova 2.5
1588,1600000,65000,Diesel,Auto,1,2014,1462,6,Mercedes-Benz,C-Class Progressive
1589,460000,60000,Petrol,Man,2,2015,1968,5,Hyundai,Grand i10
1590,1100000,17000,Petrol,Man,1,2021,1197,5,Maruti,XL6 Zeta
1591,1300000,55000,Diesel,Auto,3,2013,1997,7,Audi,A4 2.0
1592,790000,24000,Petrol,Man,1,2019,1298,5,Hyundai,i20 Petrol
1593,1200000,102000,Diesel,Man,1,2016,1199,5,Mahindra,XUV500 W10
1594,320000,40000,Petrol,Man,1,2010,999,7,Maruti,Swift 1.3
1595,305000,92195,Petrol,Man,1,2016,1598,5,Tata,Tiago 1.2
1596,665000,13780,Petrol,Auto,1,2020,1798,5,Renault,Triber RXL
1597,975000,24700,Petrol,Auto,1,2019,1199,5,Skoda,Rapid 1.6
1598,1950000,41000,Petrol,Auto,1,2019,1582,5,Skoda,Octavia 1.8
1599,680000,18000,Petrol,Auto,2,2017,1373,5,Honda,Jazz V
1600,1225000,7000,Diesel,Auto,1,2016,1248,5,Hyundai,Creta 1.6
1601,950000,39600,Petrol,Auto,1,2018,1197,5,Maruti,Ciaz 1.4
1602,690000,39500,Diesel,Man,1,2018,2755,7,Maruti,Swift VDI
1603,875000,11800,Petrol,Auto,1,2020,1969,5,Maruti,Swift Dzire
1604,2805000,77000,Diesel,Man,2,2017,2982,7,Toyota,Fortuner 2.8
1605,1680000,99000,Diesel,Auto,1,2017,1497,5,Volvo,S60 D4
1606,1610000,177000,Diesel,Man,1,2014,1497,5,Toyota,Fortuner 4x2
1607,1390000,43000,Petrol,Man,1,2019,1995,5,Kia,Seltos HTX
1608,1260000,40000,Diesel,Man,1,2019,1968,5,Mahindra,XUV300 W8
1609,3250000,65000,Diesel,Auto,1,2019,1248,5,BMW,X1 sDrive
1610,2580000,39000,Diesel,Auto,1,2020,1497,7,Audi,A3 35
1611,980000,48000,Diesel,Man,1,2018,1582,5,Maruti,Vitara Brezza
1612,1025000,77000,Diesel,Man,1,2019,1493,7,Mahindra,Marazzo M2
1613,1025000,52000,Diesel,Man,1,2018,1498,7,Hyundai,Creta 1.6
1614,970000,27000,Diesel,Man,1,2018,1497,5,Mahindra,TUV 300
1615,965000,47000,Diesel,Man,1,2018,1498,5,Honda,BR-V i-DTEC
1616,955000,42000,Diesel,Man,2,2019,1591,5,Tata,Nexon 1.5
1617,930000,42000,Diesel,Man,1,2018,1598,5,Honda,WR-V i-DTEC
1618,895000,48000,Petrol,Man,1,2016,1198,5,Hyundai,Creta 1.6
1619,855000,59000,Diesel,Man,1,2017,1493,7,Maruti,SX4 S
1620,835000,27000,Petrol,Man,1,2019,999,7,Tata,Nexon 1.2
1621,800000,44000,Diesel,Man,1,2016,1248,7,Mahindra,TUV 300
1622,800000,5000,Petrol,Auto,1,2021,1498,5,Renault,Triber RXZ
1623,740000,78000,Diesel,Man,1,2013,1497,7,Maruti,Ertiga ZDI
1624,700000,57000,Diesel,Man,1,2016,999,5,Ford,Ecosport 1.5
1625,605000,48000,Petrol,Man,2,2014,1498,5,Honda,Mobilio V
1626,590000,56000,Petrol,Man,1,2014,1461,5,Ford,Ecosport 1.0
1627,550000,15000,Diesel,Man,1,2013,1497,5,Volkswagen,Vento 1.5
1628,565000,77000,Diesel,Man,2,2012,2179,5,Renault,Duster 110PS
1629,850000,60000,Petrol,Man,1,2018,1198,5,Honda,City i-VTEC
1630,2000000,65000,Diesel,Auto,2,2013,1199,5,Land,Rover Range
1631,390000,61985,Petrol,Man,1,2012,1197,5,Honda,Jazz X
1632,820000,19000,Petrol,Man,1,2019,1199,5,Honda,Amaze V
1633,750000,30000,Petrol,Man,1,2019,1197,5,Maruti,Swift Dzire
1634,700000,41000,Petrol,Man,1,2018,1197,5,Honda,Jazz 1.2
1635,675000,6834,Petrol,Man,1,2020,1591,5,Hyundai,Grand i10
1636,370000,112160,Petrol,Man,1,2013,1462,5,Maruti,Swift Dzire
1637,1100000,16118,Petrol,Auto,1,2018,1461,5,Hyundai,Creta 1.6
1638,990000,47000,Petrol,Man,1,2020,1598,5,Maruti,Ciaz Alpha
1639,420000,80000,Diesel,Man,2,2012,1462,5,Renault,Duster 110PS
1640,893000,24000,Petrol,Man,1,2020,998,5,Skoda,Rapid 1.6
1641,865000,46000,Petrol,Auto,1,2018,1197,5,Maruti,Ciaz Alpha
1642,785000,30000,Petrol,Man,1,2017,1197,5,Maruti,Baleno RS
1643,765000,30000,Petrol,Man,1,2017,1396,5,Hyundai,i20 Active
1644,755000,31000,Petrol,Man,1,2017,1248,5,Maruti,Swift Dzire
1645,750000,46000,Diesel,Man,1,2018,1199,5,Hyundai,Elite i20
1646,743000,44000,Diesel,Man,1,2016,1498,5,Maruti,Baleno 1.3
1647,730000,40000,Petrol,Man,1,2019,1197,5,Honda,Jazz V
1648,705000,39000,Diesel,Man,1,2016,1197,5,Honda,City i
1649,450000,63759,Petrol,Man,1,2013,1199,5,Hyundai,i20 Asta
1650,699000,29000,Petrol,Man,2,2018,1197,5,Hyundai,i20 Active
1651,695000,42000,Petrol,Man,1,2017,1197,5,Honda,Jazz 1.2
1652,675000,37000,Petrol,Man,1,2017,1497,5,Hyundai,i20 Sportz
1653,675000,40000,Petrol,Man,1,2019,1199,5,Maruti,Swift VXI
1654,645000,33000,Petrol,Man,1,2014,998,5,Honda,City i
1655,640000,26000,Petrol,Man,1,2018,1373,5,Honda,Jazz 1.2
1656,1195000,24000,Petrol,Auto,1,2021,1497,7,Hyundai,Venue SX
1657,450000,156596,Petrol,Man,1,2015,1798,5,Maruti,Ciaz VXi
1658,580000,98778,Petrol,Man,1,2017,1197,5,Honda,BR-V i-VTEC
1659,800000,145000,Petrol,Auto,2,2010,1968,5,Skoda,Superb Elegance
1660,790000,26000,Petrol,Man,1,2018,1197,5,Hyundai,i20 1.2
1661,1750000,60000,Diesel,Auto,2,2017,1199,5,Skoda,Octavia 2.0
1662,560000,560000,Petrol,Man,1,2017,1199,5,Maruti,Baleno 1.2
1663,635000,45000,Petrol,Man,1,2017,1598,5,Honda,Jazz 1.2
1664,625000,27000,Petrol,Auto,1,2019,1798,5,Tata,Tiago XZA
1665,860000,43000,Petrol,Auto,1,2018,1968,5,Skoda,Rapid 1.6
1666,990000,37000,Petrol,Man,1,2015,1197,5,Toyota,Corolla Altis
1667,1990000,46000,Diesel,Auto,1,2014,1199,5,Audi,Q3 2.0
1668,280000,51366,Petrol,Auto,1,2011,1497,5,Hyundai,i10 Sportz
1669,630000,77331,Petrol,Auto,1,2017,1984,5,Honda,Jazz 1.2
1670,630000,77783,Petrol,Man,1,2016,1493,7,Honda,City i
1671,2250000,44000,Diesel,Auto,1,2016,1198,5,Skoda,Superb LK
1672,625000,56276,Diesel,Auto,2,2018,1248,5,Mahindra,TUV 300
1673,290000,44408,Petrol,Man,2,2012,999,5,Honda,Brio V
1674,150000,80000,Diesel,Man,1,2010,1368,5,Tata,Manza Aqua
1675,610000,20000,Petrol,Man,1,2019,2198,7,Volkswagen,Ameo 1.0
1676,2390000,19000,Petrol,Auto,1,2021,1462,5,Jeep,Compass 1.4
1677,2700000,73500,Diesel,Auto,1,2019,1248,5,Ford,Endeavour 2.2
1678,810000,28783,Petrol,Auto,1,2019,1422,5,Maruti,Ciaz Delta
1679,975000,43000,Diesel,Man,1,2018,1197,5,Maruti,Vitara Brezza
1680,150000,117500,Diesel,Man,2,2010,1198,5,Skoda,Fabia 1.4
1681,450000,46352,Petrol,Auto,1,2012,1197,5,Maruti,Swift Dzire
1682,440000,84123,Petrol,Man,1,2017,796,5,Volkswagen,Ameo 1.2
1683,780000,22773,Petrol,Man,1,2019,1199,5,Hyundai,i20 Asta
1684,300000,20000,Petrol,Man,2,2017,2143,5,Maruti,Alto 800
1685,175000,77075,Petrol,Man,3,2011,999,5,Chevrolet,Beat LT
1686,4300000,38000,Diesel,Auto,1,2018,2143,5,Mercedes-Benz,GLC Progressive
1687,210000,70000,Petrol,Man,1,2016,1242,5,Renault,KWID 1.0
1688,2050000,40000,Diesel,Auto,1,2016,1197,5,Mercedes-Benz,GLA Class
1690,385000,60000,Petrol,Man,1,2016,998,5,Hyundai,Grand i10
1691,185000,19521,Petrol,Man,1,2008,2393,7,Maruti,Alto LXi
1692,380000,19800,Petrol,Auto,2,2017,1364,5,Maruti,Alto K10
1693,1975000,50000,Diesel,Man,1,2019,1497,5,Toyota,Innova Crysta
1694,585000,50000,Diesel,Man,1,2012,1493,7,Toyota,Etios VXD
1695,1050000,37000,Petrol,Man,1,2019,1498,5,Honda,City i-VTEC
1696,800000,40000,Diesel,Man,1,2019,1497,5,Mahindra,TUV 300
1697,825000,10700,Diesel,Man,1,2017,1197,5,Honda,WR-V i-DTEC
1698,610000,31800,Petrol,Man,1,2014,1199,5,Honda,City i
1699,579000,32400,Petrol,Man,1,2016,1197,5,Maruti,Baleno 1.2
1700,785000,4700,Petrol,Man,1,2020,1248,5,Honda,Amaze VX
1701,525000,33500,Petrol,Man,1,2018,1582,5,Hyundai,Grand i10
1702,699000,54800,Diesel,Man,1,2018,998,5,Maruti,Swift Dzire
1703,799000,44000,Diesel,Man,1,2017,1199,5,Hyundai,Verna CRDi
1704,415000,19000,Petrol,Man,1,2014,1197,5,Maruti,Wagon R
1705,789000,22000,Petrol,Auto,1,2019,1199,5,Honda,Jazz VX
1706,785000,12900,Petrol,Man,1,2020,998,5,Hyundai,i20 Sportz
1707,780000,22700,Petrol,Auto,1,2019,1086,5,Honda,Amaze V
1708,189000,69000,Petrol,Man,2,2010,1197,5,Maruti,Zen Estilo
1709,269000,60000,Petrol,Man,1,2012,1497,5,Hyundai,Santro Xing
1710,900000,9500,Petrol,Man,1,2020,1497,5,Hyundai,i20 Sportz
1711,980000,15000,Petrol,Man,1,2021,2393,7,Honda,City i-VTEC
1712,1260000,19000,Petrol,Man,1,2020,1196,5,Kia,Seltos HTK
1713,3050000,3500,Diesel,Auto,1,2022,998,5,Toyota,Innova Crysta
1714,190000,81721,Petrol,Man,1,2010,1196,5,Ford,Figo Petrol
1715,210000,109656,Petrol,Man,1,2012,998,5,Maruti,Zen Estilo
1716,195000,87955,Petrol,Man,1,2012,1197,5,Ford,Figo Petrol
1717,330000,50000,Petrol,Auto,1,2015,2993,5,Maruti,Alto K10
1718,800000,12990,Petrol,Auto,1,2019,2987,7,Maruti,Swift Dzire
1719,2999000,75099,Diesel,Auto,1,2014,1498,5,BMW,5 Series
1720,1450000,120000,Diesel,Auto,1,2010,1197,5,Mercedes-Benz,GL-Class 350
1721,595000,70000,Diesel,Auto,2,2015,1330,5,Skoda,Rapid 1.5
1722,250000,90000,Petrol,Man,2,2009,1591,5,Hyundai,i20 Asta
1723,1250000,10000,Petrol,Auto,2,2021,1598,5,Renault,Duster RXS
1724,1275000,44000,Petrol,Auto,1,2018,1198,5,Hyundai,Creta 1.6
1725,689000,29500,Petrol,Auto,1,2013,1493,7,Skoda,Rapid Ultima
1726,315000,81200,Petrol,Man,1,2013,1498,5,Honda,Brio V
1727,700000,50000,Diesel,Auto,1,2016,1199,5,Mahindra,TUV 300
1728,610000,141383,Diesel,Auto,1,2016,1582,5,Volkswagen,Vento 1.5
1729,800000,34392,Petrol,Auto,1,2019,1197,5,Honda,Amaze VX
1730,600000,90000,Diesel,Auto,1,2013,1998,5,Hyundai,Verna SX
1731,390000,47681,Petrol,Man,1,2014,1086,5,Hyundai,Grand i10
1732,4099000,25900,Petrol,Auto,1,2019,993,5,Mini,Cooper Countryman
1733,155000,120000,Petrol,Man,3,2009,1197,5,Hyundai,Santro Xing
1735,335000,41525,Petrol,Man,2,2011,1353,5,Hyundai,i10 Asta
1736,890000,15000,Diesel,Man,1,2021,1956,5,Tata,Altroz XZ
1737,1825000,11000,Petrol,Auto,1,2021,1498,5,Kia,Seltos GTX
1738,1950000,29990,Diesel,Man,1,2019,1493,5,Jeep,Compass 2.0
1739,1450000,25000,Petrol,Auto,1,2020,1498,5,Honda,City ZX
1740,1500000,20000,Diesel,Auto,1,2022,1498,5,Hyundai,Verna SX
1741,400000,90000,Diesel,Man,2,2016,1497,5,Ford,Figo 1.5D
1742,875000,80000,Diesel,Man,1,2018,2179,8,Honda,WR-V i-DTEC
1743,850000,50000,Petrol,Auto,2,2016,1798,5,Honda,City i
1744,480000,90000,Diesel,Man,2,2010,1197,5,Mahindra,Scorpio SLE
1745,926000,70000,Petrol,Auto,2,2015,999,5,Toyota,Corolla Altis
1746,600000,20000,Petrol,Auto,1,2020,796,5,Maruti,Ignis Delta
1747,990000,25000,Petrol,Auto,1,2018,1968,5,Skoda,Rapid 1.0
1749,2205000,56000,Diesel,Auto,1,2015,1496,5,Audi,Q3 35
1750,850000,53000,Petrol,Auto,1,2016,1968,5,Honda,City i
1751,970000,10000,Petrol,Man,1,2020,2393,7,Ford,Ecosport Sports
1752,1050000,110000,Diesel,Auto,1,2012,1598,5,Audi,A4 2.0
1753,2200000,99990,Diesel,Man,1,2018,1995,5,Toyota,Innova Crysta
1754,420000,68000,Petrol,Man,2,2014,1197,5,Skoda,Rapid 1.6
1755,2100000,68500,Diesel,Auto,4,2014,999,5,BMW,5 Series
1756,575000,50599,Petrol,Man,2,2015,1497,5,Maruti,Swift ZXi
1757,485000,54431,Petrol,Man,2,2015,1498,5,Volkswagen,Polo 1.0
1758,950000,65855,Petrol,Auto,1,2019,0,5,Honda,City i-VTEC
1759,485000,113706,Diesel,Man,2,2014,2523,8,Ford,Ecosport 1.5
1760,1450000,40000,Electric,Auto,1,2020,1497,8,Tata,Nexon EV
1761,550000,100000,Diesel,Man,2,2012,1599,5,Mahindra,Scorpio EX
1762,1485000,36700,Diesel,Man,1,2021,2393,7,Mahindra,Marazzo M6
1763,250000,40000,Petrol,Man,2,2009,2755,7,Hyundai,Verna 1.6
1764,2450000,50000,Diesel,Man,1,2020,1197,5,Toyota,Innova Crysta
1765,2650000,50000,Diesel,Auto,1,2019,2987,7,Toyota,Innova Crysta
1766,600000,40000,Petrol,Man,1,2019,1199,5,Hyundai,Grand i10
1767,6500000,135000,Diesel,Auto,1,2018,1968,5,Mercedes-Benz,GLS 350d
1768,610000,40000,Petrol,Man,1,2016,1591,5,Honda,Jazz 1.2
1769,3300000,15000,Diesel,Auto,1,2016,2987,5,Audi,A6 35
1770,1035000,39000,Petrol,Auto,1,2016,1364,5,Hyundai,Creta 1.6
1771,4750000,60000,Diesel,Auto,2,2016,2755,7,Mercedes-Benz,GLE 350d
1772,320000,120000,Diesel,Man,4,2013,2143,5,Toyota,Etios GD
1773,2575000,60000,Diesel,Auto,1,2019,1995,5,Toyota,Innova Crysta
1774,4950000,45000,Diesel,Auto,1,2017,2179,7,Mercedes-Benz,GLE 250d
1775,3675000,23000,Diesel,Auto,1,2019,1198,6,BMW,X1 sDrive
1776,1700000,46952,Diesel,Auto,1,2019,1598,5,Mahindra,XUV500 W11
1777,450000,35000,Diesel,Man,2,2017,1582,5,Mahindra,KUV 100
1778,430000,70000,Petrol,Man,2,2014,998,5,Skoda,Rapid 1.6
1779,880000,90000,Diesel,Man,2,2018,1197,5,Hyundai,Verna CRDi
1780,425000,35000,Petrol,Man,1,2018,1197,5,Maruti,Celerio X
1781,525000,19400,Petrol,Man,1,2018,1197,5,Hyundai,Grand i10
1782,305000,80000,Petrol,Man,2,2012,1353,5,Hyundai,i20 1.2
1783,450000,30900,Petrol,Man,1,2015,2199,7,Hyundai,Grand i10
1784,1750000,30000,Petrol,Auto,1,2021,1591,5,Kia,Seltos GTX
1785,1300000,77000,Diesel,Auto,1,2013,1591,5,Hyundai,Santa Fe
1786,1350000,36000,Petrol,Man,1,2018,1498,5,Hyundai,Creta 1.6
1787,1450000,19000,Petrol,Auto,1,2019,1395,5,Hyundai,Creta 1.6
1788,825000,70000,Diesel,Man,1,2017,1984,5,Ford,Ecosport 1.5
1789,1200000,85000,Petrol,Man,1,2014,1968,5,Skoda,Octavia Ambition
1790,1500000,23000,Petrol,Auto,1,2010,2982,7,Audi,A4 2.0
1791,1600000,75000,Diesel,Auto,1,2015,1798,5,Skoda,Octavia Elegance
1792,1950000,85000,Diesel,Auto,1,2013,2494,5,Toyota,Fortuner 4x4
1793,775000,50000,Petrol,Man,1,2012,2982,7,Toyota,Corolla Altis
1794,2300000,50000,Electric,Auto,1,2015,1969,7,Toyota,Camry Hybrid
1795,2550000,60000,Diesel,Auto,1,2016,1984,5,Toyota,Fortuner 4x4
1796,6500000,60000,Diesel,Auto,1,2018,2400,5,Volvo,XC 90
1797,2200000,36000,Diesel,Auto,1,2015,2698,5,Volvo,S60 D4
1798,2400000,120000,Diesel,Auto,1,2015,1968,5,Volvo,XC60 D5
1799,1300000,70000,Diesel,Auto,1,2010,1998,4,Audi,A6 2.7
1800,1600000,94000,Diesel,Auto,2,2013,2967,7,Audi,Q3 2.0
1801,3750000,9000,Petrol,Auto,1,2018,2967,7,Mini,3 DOOR
1802,2300000,135000,Diesel,Auto,1,2013,1995,5,Audi,Q7 3.0
1803,5800000,70000,Diesel,Auto,1,2018,1995,5,Audi,Q7 45
1804,1500000,39000,Diesel,Auto,1,2011,1995,5,BMW,3 Series
1805,1600000,50000,Diesel,Auto,1,2012,2993,5,BMW,3 Series
1806,4500000,8000,Diesel,Auto,1,2020,2925,5,BMW,3 Series
1807,4000000,50000,Diesel,Auto,1,2016,1995,5,BMW,X3 xDrive30d
1808,130000,14000,Diesel,Auto,1,2020,1199,5,Mercedes-Benz,S-Class S
1809,4600000,40000,Diesel,Auto,1,2018,1498,5,BMW,5 Series
1810,375000,196000,Diesel,Man,2,2013,1497,5,Volkswagen,Polo Diesel
1811,850000,95000,Diesel,Auto,1,2018,1796,5,Volkswagen,Vento 1.5
1812,750000,48632,Diesel,Man,1,2018,1498,5,Tata,Nexon 1.5
1813,800000,90000,Petrol,Auto,2,2008,2143,5,Mercedes-Benz,C-Class 200
1814,850000,95000,Diesel,Auto,1,2018,1950,5,Volkswagen,Vento 1.5
1815,3900000,55000,Diesel,Auto,1,2018,2143,5,Mercedes-Benz,C-Class C
1816,4700000,18000,Diesel,Auto,1,2017,1496,5,Mercedes-Benz,E-Class Exclusive
1817,5000000,29000,Diesel,Auto,1,2018,2993,5,Mercedes-Benz,GLC 220d
1818,1100000,5000,Petrol,Auto,1,2020,1197,5,Toyota,Yaris J
1819,7000000,25000,Diesel,Auto,1,2017,814,5,BMW,7 Series
1820,325000,41000,Petrol,Man,2,2011,999,5,Hyundai,i10 Asta
1821,250000,63463,Petrol,Man,1,2013,796,5,Hyundai,EON Era
1822,899000,20000,Petrol,Auto,1,2021,1197,5,Renault,Kiger RXT
1823,267000,69852,Petrol,Man,1,2014,998,5,Maruti,Alto 800
1824,525000,29584,Petrol,Auto,1,2016,999,7,Hyundai,Grand i10
1825,395000,27514,Petrol,Man,1,2014,1197,5,Maruti,Wagon R
1826,690000,30339,Petrol,Man,1,2019,998,5,Renault,Triber RXZ
1827,850000,39386,Petrol,Auto,1,2019,1086,5,Maruti,Baleno Alpha
1828,300000,64671,Petrol,Man,1,2012,1248,5,Maruti,Wagon R
1829,490000,30670,Petrol,Man,1,2019,1197,5,Hyundai,Santro Sportz
1830,670000,46086,Diesel,Man,1,2018,998,5,Maruti,Swift VDI
1831,550000,70346,Petrol,Man,1,2015,1198,5,Maruti,Baleno 1.2
1832,150000,50000,Petrol,Man,1,2005,998,5,Maruti,Wagon R
1833,400000,80000,Petrol,Man,1,2015,998,5,Honda,Amaze S
1834,449000,58365,Petrol,Auto,1,2016,1197,5,Maruti,Wagon R
1835,499000,12000,Petrol,Man,1,2017,1197,5,Maruti,Wagon R
1836,290000,58182,Petrol,Man,1,2009,1248,5,Hyundai,i20 Magna
1837,325000,325000,Petrol,Man,1,2013,1956,5,Hyundai,Grand i10
1838,270000,127152,Diesel,Man,1,2014,1248,5,Fiat,Punto 1.3
1839,1220000,98492,Diesel,Man,1,2018,1968,5,Jeep,Compass 2.0
1840,775000,23000,Diesel,Auto,1,2018,2755,7,Maruti,Swift Dzire
1841,2075000,45000,Diesel,Auto,1,2017,3198,7,Audi,A3 35
1842,2490000,63001,Diesel,Auto,1,2019,1462,6,Toyota,Innova Crysta
1843,2050000,72000,Diesel,Auto,1,2016,2755,7,Ford,Endeavour 3.2
1844,1145000,26000,Petrol,Man,1,2020,2393,7,Maruti,XL6 Zeta
1845,2075000,46000,Diesel,Auto,2,2019,998,5,Toyota,Innova Crysta
1846,1950000,140000,Diesel,Man,1,2018,1248,5,Toyota,Innova Crysta
1847,1060000,3500,Petrol,Auto,1,2021,1969,7,Hyundai,Venue SX
1848,540000,120000,Diesel,Man,1,2015,1498,5,Maruti,Ciaz ZDi
1849,6500000,39000,Diesel,Auto,1,2018,998,5,Volvo,XC 90
1850,950000,79100,Diesel,Auto,1,2017,1462,6,Volkswagen,Vento 1.5
1851,175000,60000,Petrol,Man,2,2009,1497,5,Maruti,Zen Estilo
1852,1000000,30000,Petrol,Man,1,2022,1598,5,Maruti,XL6 Alpha
1853,825000,46000,Diesel,Man,1,2020,1199,5,Tata,Altroz XZ
1854,860000,65232,Petrol,Man,1,2018,1493,7,Volkswagen,Vento 1.6
1855,270000,106865,Diesel,Man,1,2010,2609,7,Volkswagen,Polo Diesel
1856,800000,49900,Diesel,Auto,1,2016,1498,5,Mahindra,TUV 300
1857,265000,100000,Diesel,Man,3,2007,1086,5,Mahindra,Scorpio SLX
1858,525000,110000,Diesel,Man,1,2015,1462,5,Ford,Aspire 1.5
1859,576000,9000,Petrol,Auto,1,2020,3198,7,Hyundai,Santro Magna
1860,945000,15000,Petrol,Man,1,2020,1248,5,Maruti,SX4 S
1861,3250000,45000,Diesel,Auto,1,2019,1497,7,Ford,Endeavour Titanium
1862,450000,100000,Diesel,Man,2,2013,1396,5,Maruti,Swift VDI
1863,815000,80000,Petrol,Auto,2,2017,998,5,Honda,BR-V i-VTEC
1864,532000,80000,Diesel,Man,1,2015,1497,5,Hyundai,i20 Sportz
1865,1125000,11000,Petrol,Auto,1,2021,1396,5,Hyundai,i20 Asta
1866,725000,50000,Petrol,Auto,2,2015,1197,5,Honda,City i
1867,575000,90000,Diesel,Man,1,2015,1498,5,Hyundai,i20 Asta
1868,500000,90000,Petrol,Man,1,2018,1591,5,Hyundai,Grand i10
1869,975000,93500,Diesel,Auto,1,2019,998,5,Skoda,Rapid 1.5
1870,999000,32000,Petrol,Auto,2,2017,936,5,Hyundai,Creta 1.6
1871,340000,60000,Petrol,Man,1,2014,1498,5,Maruti,Wagon R
1872,215000,70000,Diesel,Man,2,2015,1984,4,Chevrolet,Beat Diesel
1873,860000,70000,Petrol,Auto,2,2017,1799,5,Honda,City ZX
1874,1525000,18999,Petrol,Auto,2,2010,1248,5,Volkswagen,Beetle 2.0
1875,350000,110000,Petrol,Auto,2,2007,1197,5,Honda,Civic 1.8
1876,315000,145000,Diesel,Man,2,2011,1461,5,Maruti,Swift Dzire
1877,190000,60000,Petrol,Man,1,2008,998,5,Hyundai,i10 Magna
1878,250000,50000,Diesel,Man,1,2012,1197,5,Renault,Pulse RxL
1879,330000,70000,Petrol,Man,2,2015,2999,7,Maruti,Wagon R
1880,590000,48000,Petrol,Man,1,2015,1186,5,Hyundai,i20 Active
1881,800000,80000,Diesel,Man,3,2014,1582,5,Isuzu,MU 7
1882,775000,40000,Diesel,Man,1,2020,1248,5,Hyundai,Aura S
1883,700000,50000,Diesel,Man,1,2015,1995,5,Hyundai,Verna 1.6
1884,200000,158763,Diesel,Man,1,2012,2179,7,Fiat,Punto Pure
1885,3150000,35000,Diesel,Auto,1,2017,2179,7,BMW,3 Series
1886,310000,90000,Diesel,Man,2,2012,1497,5,Tata,Safari Storme
1887,750000,120000,Diesel,Man,3,2013,2179,7,Mahindra,XUV500 W8
1888,550000,60000,Petrol,Man,2,2015,1497,5,Honda,City i
1889,900000,70000,Diesel,Man,1,2015,1598,5,Mahindra,XUV500 W8
1890,425000,97320,Petrol,Man,1,2012,1199,5,Honda,City E
1891,490000,118393,Diesel,Man,1,2014,1368,5,Volkswagen,Vento Diesel
1892,890000,24774,Petrol,Man,1,2021,999,5,Honda,Jazz ZX
1893,170000,50000,Petrol,Man,1,2010,1968,5,Fiat,Linea Emotion
1894,490000,13800,Petrol,Auto,1,2020,1198,5,Renault,KWID Climber
1895,400000,147000,Diesel,Man,2,2011,998,5,Skoda,Yeti Ambition
1896,480000,50000,Petrol,Man,3,2016,1498,7,Honda,Amaze SX
1897,320000,50000,Petrol,Man,2,2017,2494,8,Hyundai,EON 1.0
1898,850000,30000,Diesel,Man,1,2018,1498,5,Honda,BR-V i-DTEC
1899,1490000,56001,Diesel,Man,1,2014,1798,5,Toyota,Innova 2.5
1900,725000,60000,Diesel,Man,1,2016,998,5,Honda,City i
1901,1039000,32976,Petrol,Auto,2,2016,1198,5,Toyota,Corolla Altis
1902,354000,6830,Petrol,Man,1,2014,814,5,Maruti,Wagon R
1903,328000,76018,Petrol,Man,1,2016,1591,5,Nissan,Micra Active
1904,270000,65841,Petrol,Man,1,2016,2179,7,Hyundai,EON Magna
1905,799000,29943,Petrol,Man,2,2017,993,5,Hyundai,Creta 1.6
1906,501000,35383,Diesel,Man,1,2014,1798,5,Tata,New Safari
1908,475000,50000,Petrol,Auto,2,2012,998,5,Skoda,Superb Elegance
