,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,brand,model
4334,532000,51906,Petrol,Man,1,2018,1498,5,Maruti,Baleno 1.2
4335,371000,55975,Diesel,Man,2,2015,1197,5,Hyundai,Xcent 1.1
4336,358000,46491,Petrol,Auto,1,2016,1956,5,Maruti,Wagon R
4337,641000,25330,Diesel,Man,1,2018,1968,5,Toyota,Platinum Etios
4338,288000,86593,Diesel,Man,2,2012,1197,4,Maruti,Swift VDI
4339,205000,76634,Petrol,Man,2,2010,796,5,Hyundai,i20 Asta
4340,282000,37094,Petrol,Man,2,2018,1461,7,Renault,KWID RXT
4341,307000,94817,Diesel,Man,2,2014,624,5,Honda,Amaze S
4342,137000,78841,Petrol,Man,4,2009,1196,5,Hyundai,i10 Magna
4343,1855000,30193,Diesel,Man,1,2021,1493,5,Tata,Harrier XZ
4344,3280000,43900,Diesel,Auto,1,2019,1396,5,Audi,A4 35
4345,502000,60548,Petrol,Man,1,2018,936,5,Maruti,Swift VXI
4346,317000,7517,Petrol,Man,1,2019,1197,4,Maruti,Alto 800
4347,414000,99348,Diesel,Man,2,2014,1248,5,Nissan,Terrano XV
4349,365000,86754,Petrol,Man,1,2015,1998,5,Ford,Aspire 1.2
4350,554000,86418,Diesel,Man,1,2017,1798,5,Mahindra,TUV 300
4351,1002000,19540,Diesel,Man,1,2019,1582,5,Hyundai,Venue SX
4352,126000,76529,Diesel,Man,1,2013,1199,5,Chevrolet,Beat Diesel
4353,541000,43334,Petrol,Man,1,2017,1248,5,Maruti,Swift Dzire
4354,428000,99515,Diesel,Man,2,2015,1197,5,Maruti,Swift Dzire
4355,682000,47264,Diesel,Man,1,2018,1497,5,Maruti,Vitara Brezza
4356,5580000,20800,Petrol,Auto,1,2019,1582,5,BMW,6 Series
4357,2080000,32000,Petrol,Auto,1,2016,1582,5,Audi,A4 35
4358,533000,87995,Diesel,Man,2,2013,1197,5,Hyundai,Elantra CRDi
4359,570000,39283,Petrol,Man,1,2017,1591,5,Honda,WR-V i-VTEC
4360,548000,76239,Diesel,Man,2,2016,998,5,Maruti,Ciaz VDi
4361,767000,1040,Petrol,Man,1,2022,1395,5,Hyundai,i20 Sportz
4362,915000,22307,Petrol,Auto,1,2019,1498,7,Honda,City i-VTEC
4363,533000,55538,Diesel,Man,2,2013,1248,8,Hyundai,Elantra CRDi
4364,414000,90867,Diesel,Man,1,2013,998,5,Hyundai,Verna 1.6
4365,491000,23302,Petrol,Man,1,2021,2179,5,Maruti,Ignis Sigma
4366,748000,38990,Petrol,Man,2,2018,2179,5,Hyundai,Verna VTVT
4367,144000,65641,Petrol,Man,1,2010,1199,5,Maruti,A-Star Vxi
4368,3280000,27000,Petrol,Auto,2,2018,1497,5,Audi,A4 30
4369,345000,95129,Diesel,Man,1,2013,998,5,Volkswagen,Vento 1.5
4370,346000,135969,Diesel,Man,1,2012,1968,5,Maruti,Swift Dzire
4371,511000,23400,Petrol,Man,3,2020,998,7,Maruti,Wagon R
4372,1064000,55461,Diesel,Man,1,2018,1197,5,Mahindra,Scorpio S7
4373,370000,72299,Diesel,Man,1,2010,1353,5,Mahindra,Scorpio SLE
4374,816000,5362,Petrol,Man,1,2022,2179,5,Honda,Amaze VX
4375,105000,122758,Petrol,Man,5,2005,1498,6,Honda,City GXi
4376,215000,66081,Petrol,Man,1,2012,1197,5,Maruti,Wagon R
4377,1980000,85000,Diesel,Auto,1,2015,1197,7,Audi,A6 35
4378,282000,131022,Petrol,Man,1,2015,1198,5,Maruti,Wagon R
4379,286000,52580,Petrol,Man,1,2013,1197,5,Maruti,Swift VXI
4380,1695000,41714,Petrol,Auto,1,2020,2179,5,Kia,Seltos GTX
4381,429000,121446,Diesel,Man,1,2012,1991,5,Mahindra,XUV500 W8
4382,1212000,17262,Petrol,Man,1,2020,814,5,Honda,City VX
4383,541000,65908,Petrol,Man,1,2017,1498,5,Maruti,Swift Dzire
4384,598000,7282,Petrol,Man,1,2020,1248,5,Maruti,Swift VXI
4385,287000,69404,Petrol,Man,2,2016,1197,5,Mahindra,KUV 100
4386,408000,29265,Petrol,Man,1,2015,1995,5,Maruti,Swift Dzire
4387,795000,50179,Diesel,Man,2,2015,799,5,Mahindra,XUV500 R
4388,2646000,29774,Petrol,Auto,1,2019,1248,5,Mercedes-Benz,GLA Class
4389,161000,77896,Petrol,Man,2,2012,2143,5,Hyundai,EON D
4390,1347000,6144,Petrol,Auto,1,2021,1497,5,Honda,City VX
4391,422000,88559,Diesel,Man,2,2015,1198,5,Maruti,Swift VDI
4392,359000,51927,Petrol,Man,2,2016,814,5,Hyundai,Grand i10
4393,1350000,99000,Diesel,Auto,1,2015,1197,7,BMW,3 Series
4394,275000,47000,Petrol,Man,1,2018,1197,5,Renault,KWID RXL
4395,550000,35000,Diesel,Man,1,2018,1086,5,Maruti,Baleno 1.3
4396,975000,58000,Diesel,Auto,1,2013,1248,5,Mercedes-Benz,C-Class C
4397,400000,48000,Petrol,Man,1,2012,1197,5,Honda,City S
4398,475000,45000,Petrol,Auto,1,2014,1998,5,Honda,Amaze VX
4399,190000,60000,Petrol,Man,2,2012,999,5,Hyundai,EON D
4400,465000,23000,Petrol,Man,1,2014,1396,5,Hyundai,i20 Magna
4401,460000,45000,Petrol,Man,1,2019,1495,5,Hyundai,Grand i10
4402,325000,45000,Petrol,Man,1,2014,1198,5,Hyundai,i10 Magna
4403,525000,58000,Diesel,Man,1,2013,1186,5,Maruti,Ertiga VDI
4404,625000,48000,Petrol,Man,1,2018,1199,5,Hyundai,i20 1.2
4405,4000000,18000,Petrol,Auto,1,2021,2499,5,BMW,2 Series
4406,1675000,16000,Petrol,Auto,1,2022,2143,5,Skoda,Kushaq 1.0
4407,465000,90000,Diesel,Man,2,2015,1197,5,Hyundai,i20 Asta
4408,250000,80000,Petrol,Man,2,2006,1199,5,Hyundai,Accent GLE
4409,830000,140000,Petrol,Man,1,2018,1461,5,Tata,Nexon 1.2
4410,400000,60000,Diesel,Man,2,2019,998,5,Hyundai,Grand i10
4411,900000,17000,Petrol,Man,1,2019,2143,5,Honda,WR-V i-VTEC
4412,4200000,111000,Petrol,Auto,1,2018,1061,5,Lexus,NX 300h
4413,2850000,38000,Diesel,Auto,2,2015,1248,5,Mercedes-Benz,M-Class ML
4414,385000,80000,Petrol,Man,2,2013,1498,5,Maruti,Swift VXI
4415,600000,36500,Petrol,Man,1,2017,1196,5,Honda,Amaze V
4416,425000,55000,Diesel,Man,2,2018,1497,5,Nissan,Sunny XE
4417,300000,80000,Petrol,Man,2,2016,796,5,Maruti,Wagon R
4418,620000,98000,Diesel,Auto,2,2010,1198,5,Mercedes-Benz,C-Class C
4419,198000,200000,Petrol,Man,3,2007,796,5,Maruti,Wagon R
4420,325000,140000,Diesel,Man,2,2012,1198,5,Maruti,Swift VDI
4421,360000,100000,Diesel,Man,2,2014,1497,5,Volkswagen,Vento 1.5
4422,230000,168000,Petrol,Man,3,2012,1196,5,Maruti,Eeco 5
4423,1500000,25000,Petrol,Auto,1,2021,995,7,Kia,Seltos HTX
4424,110000,120000,Petrol,Man,4,2009,998,5,Maruti,Alto LX
4425,445000,30000,Petrol,Man,2,2017,796,7,Honda,Amaze E
4426,136000,100000,Petrol,Man,1,2011,1497,5,Maruti,Alto LX
4427,250000,80000,Petrol,Man,1,2016,1461,5,Nissan,Micra Active
4428,1000000,50000,Petrol,Man,1,2016,1196,5,Honda,City i
4429,290000,40000,Cng,Man,1,2021,1796,7,Maruti,Eeco CNG
4431,300000,166000,Petrol,Man,1,2015,1197,5,Maruti,Wagon R
4432,185000,74000,Petrol,Man,1,2014,1373,5,Maruti,Alto 800
4433,700000,80000,Petrol,Man,1,2017,1451,5,Honda,BR-V i-VTEC
4434,650000,60000,Diesel,Man,2,2019,1197,5,Renault,Duster 85PS
4435,410000,50000,Petrol,Man,2,2020,1498,5,Maruti,Eeco 7
4436,1000000,70000,Petrol,Auto,2,2011,1248,5,Mercedes-Benz,E-Class E
4437,220000,73000,Petrol,Man,2,2010,1497,5,Maruti,Wagon R
4438,650000,70000,Petrol,Man,1,2018,1197,5,Hyundai,i20 1.2
4439,385000,120000,Cng,Man,3,2014,1798,7,Maruti,Ertiga LXI
4440,1700000,40000,Petrol,Auto,1,2021,1248,5,MG,Hector Sharp
4441,675000,50000,Petrol,Man,1,2018,998,5,Hyundai,i20 1.2
4442,470000,70000,Diesel,Man,2,2015,2179,5,Honda,Amaze SX
4443,590000,70000,Diesel,Man,2,2015,2967,5,Maruti,Ciaz ZDi
4444,350000,92000,Petrol,Auto,2,2010,1197,5,Honda,City 1.5
4445,411000,60000,Petrol,Man,1,2015,1797,5,Hyundai,Grand i10
4446,400000,45000,Petrol,Man,3,2012,1197,5,Skoda,Superb Petrol
4447,135000,58000,Diesel,Man,3,2009,1199,5,Tata,Manza Aura
4448,311000,90000,Petrol,Man,1,2013,1493,5,Maruti,Wagon R
4449,1350000,35000,Diesel,Man,2,2019,1061,5,Tata,Hexa XM
4450,550000,80000,Diesel,Auto,4,2010,1198,5,Audi,A6 3.0
4451,289000,80000,Petrol,Man,2,2014,1197,5,Hyundai,Grand i10
4452,341000,200000,Petrol,Man,2,2012,1298,5,Hyundai,Elantra SX
4453,350000,80000,Petrol,Man,2,2015,1196,5,Hyundai,Grand i10
4454,170000,40000,Petrol,Man,1,2011,1298,5,Chevrolet,Beat LT
4455,1550000,32000,Diesel,Auto,1,2021,1198,5,Hyundai,Verna SX
4456,175000,70000,Petrol,Man,2,2009,1197,5,Maruti,Wagon R
4457,320000,80000,Diesel,Man,2,2017,1197,7,Mahindra,KUV 100
4458,700000,60000,Petrol,Man,1,2021,998,5,Maruti,Swift Dzire
4459,160000,130000,Petrol,Man,4,2008,1798,4,Maruti,Swift 1.3
4460,130000,100000,Cng,Man,4,2010,1248,7,Maruti,Eeco 5
4461,250000,80000,Petrol,Man,2,2009,1197,5,Maruti,Swift Dzire
4462,308000,80000,Petrol,Auto,3,2017,624,5,Nissan,Micra XV
4463,750000,30000,Petrol,Man,1,2020,1373,5,Hyundai,i20 Sportz
4464,600000,30000,Petrol,Man,1,2018,1461,7,Hyundai,i20 1.2
4465,250000,90000,Petrol,Man,2,2011,1248,5,Maruti,Wagon R
4466,145000,120000,Petrol,Man,4,2008,1196,5,Toyota,Corolla Altis
4467,700000,157000,Diesel,Man,1,2017,2982,5,Maruti,Ertiga SHVS
4468,425000,50000,Petrol,Man,3,2020,1199,5,Maruti,Wagon R
4470,425000,90000,Petrol,Man,4,2013,1197,5,Maruti,Ertiga VXI
4471,190000,111000,Diesel,Man,2,2013,1197,5,Renault,Pulse RxL
4472,150000,120000,Diesel,Man,1,2011,1248,5,Tata,Indica Aqua
4473,351000,90000,Cng,Man,4,2016,998,5,Maruti,Eeco CNG
4474,1500000,40000,Diesel,Auto,2,2014,1198,5,Toyota,Fortuner 4x2
4475,425000,110000,Petrol,Man,1,2018,796,5,Tata,Tiago 1.2
4476,580000,210000,Diesel,Man,1,2008,1197,5,Ford,Endeavour 3.0
4477,575000,80000,Cng,Man,2,2019,1497,5,Hyundai,Grand i10
4478,399000,100000,Petrol,Man,3,2013,796,5,Maruti,Swift Dzire
4479,325000,198000,Diesel,Man,2,2011,999,5,Maruti,Swift Dzire
4480,350000,70000,Petrol,Man,1,2019,998,5,Maruti,Alto K10
4481,750000,100000,Petrol,Man,1,2020,2143,5,Tata,Nexon 1.2
4482,235000,50000,Cng,Man,2,2016,799,5,Maruti,Alto 800
4483,380000,90000,Petrol,Man,1,2014,1086,5,Hyundai,i20 Era
4484,275000,120000,Petrol,Man,4,2011,1086,7,Honda,City 1.5
4485,151000,90000,Petrol,Man,3,2012,998,5,Maruti,Alto LXi
4486,100000,68000,Petrol,Auto,2,2002,1599,5,Hyundai,Santro AT
4487,165000,100000,Petrol,Man,2,2010,998,5,Maruti,A-Star Vxi
4488,1200000,68551,Diesel,Auto,1,2013,1248,7,Mercedes-Benz,C-Class 220
4489,450000,20000,Petrol,Man,1,2021,1984,5,Renault,KWID RXT
4490,250000,100000,Petrol,Man,2,2014,1197,5,Hyundai,Santro Xing
4491,160000,90000,Petrol,Man,3,2008,2446,7,Hyundai,Santro Xing
4492,180000,90000,Cng,Man,2,2010,1061,5,Maruti,Wagon R
4493,200000,100000,Petrol,Man,1,2009,2755,5,Hyundai,Verna 1.6
4494,350000,83000,Petrol,Man,2,2015,1197,5,Maruti,Wagon R
4495,450000,120000,Diesel,Man,2,2014,1248,5,Maruti,Ertiga VDI
4496,1300000,50000,Diesel,Auto,2,2014,1997,5,Volvo,V40 Cross
4497,450000,80000,Petrol,Man,3,2018,1197,5,Hyundai,Grand i10
4498,175000,120000,Diesel,Man,3,2001,1493,5,Toyota,Qualis FS
4499,125000,60000,Petrol,Man,2,2007,1498,4,Maruti,Wagon R
4500,2701000,114000,Diesel,Man,1,2017,1199,5,Toyota,Fortuner 2.8
4501,680000,17000,Petrol,Man,1,2021,1197,8,Maruti,Swift VXI
4502,775000,72000,Diesel,Man,1,2016,1498,7,Maruti,Vitara Brezza
4503,1000000,75000,Diesel,Man,2,2016,1248,5,Mahindra,Scorpio 1.99
4504,820000,30000,Petrol,Auto,1,2020,2184,5,Hyundai,i20 Asta
4505,1775000,60000,Diesel,Auto,1,2020,1497,5,Hyundai,Creta SX
4506,875000,50000,Diesel,Auto,1,2019,2494,5,Honda,Amaze V
4507,925000,12000,Petrol,Auto,1,2022,1493,5,Honda,Amaze VX
4508,575000,67000,Petrol,Man,1,2017,1197,5,Maruti,Swift VXI
4509,1050000,50000,Diesel,Man,1,2020,1956,5,Ford,Ecosport 1.5
4510,675000,97000,Diesel,Man,1,2016,1582,7,Maruti,Ciaz ZDi
4511,1650000,17000,Diesel,Auto,1,2021,1497,5,Mahindra,Thar LX
4512,1050000,65000,Diesel,Man,1,2020,1995,5,Mahindra,XUV300 W8
4513,825000,137000,Diesel,Man,2,2015,1497,5,Toyota,Innova 2.5
4514,750000,48000,Diesel,Man,1,2017,1396,5,Mahindra,Bolero Power
4515,675000,13000,Petrol,Man,1,2020,2755,5,Maruti,Swift Dzire
4516,1775000,52000,Diesel,Man,1,2021,1248,5,MG,Hector Sharp
4517,975000,68000,Diesel,Man,2,2017,1493,7,Hyundai,Creta 1.6
4518,1025000,82000,Diesel,Man,1,2019,1248,5,Mahindra,XUV300 W8
4519,620000,120000,Diesel,Man,1,2016,1995,7,Renault,Koleos 4X4
4520,290000,120000,Petrol,Man,2,2008,1493,5,Honda,City EXi
4521,690000,65000,Diesel,Man,1,2017,1582,5,Hyundai,i20 Asta
4522,3700000,67000,Diesel,Auto,1,2019,2755,5,Toyota,Fortuner 2.8
4523,725000,79000,Diesel,Man,1,2017,1498,5,Maruti,Ciaz ZDi
4524,1850000,9000,Diesel,Man,1,2021,2393,5,Hyundai,Creta SX
4525,730000,64000,Diesel,Man,1,2018,1248,5,Maruti,Swift Dzire
4526,3200000,18000,Diesel,Auto,1,2020,1396,5,BMW,X1 sDrive20d
4527,1825000,38000,Diesel,Man,1,2022,1956,5,Kia,Seltos HTX
4528,890000,84000,Diesel,Man,1,2018,1582,7,Hyundai,Verna CRDi
4529,2900000,95000,Diesel,Auto,1,2017,1197,7,Toyota,Fortuner 2.8
4530,790000,51000,Diesel,Man,1,2018,1497,5,Honda,Amaze VX
4531,2100000,90000,Diesel,Man,2,2019,1493,7,Toyota,Innova Crysta
4532,600000,65000,Diesel,Man,1,2019,1198,5,Maruti,Swift DDiS
4533,700000,69000,Diesel,Man,1,2016,3198,5,Hyundai,i20 Asta
4534,2100000,40000,Diesel,Auto,1,2020,1462,5,Tata,Harrier XZA
4535,975000,75000,Diesel,Auto,1,2017,1591,5,Hyundai,Verna 1.6
4536,550000,65000,Petrol,Man,1,2018,2198,5,Hyundai,Grand i10
4537,950000,43000,Petrol,Man,1,2019,1956,5,Honda,City i-VTEC
4538,1800000,23000,Diesel,Man,1,2021,796,5,Hyundai,Creta SX
4539,740000,27000,Petrol,Man,1,2019,1582,7,Honda,Amaze VX
4540,2350000,86000,Diesel,Auto,1,2016,1196,7,Ford,Endeavour 3.2
4541,1040000,83000,Petrol,Man,1,2019,1197,5,Maruti,Ertiga ZXI
4542,650000,44000,Petrol,Auto,2,2014,796,5,Hyundai,Verna 1.6
4543,2750000,110000,Diesel,Auto,1,2018,999,5,Ford,Endeavour 2.2
4544,2100000,39000,Diesel,Auto,1,2020,1373,5,Tata,Harrier XZA
4545,365000,18000,Petrol,Man,1,2019,1373,5,Maruti,Alto 800
4546,1190000,91000,Diesel,Auto,1,2017,1498,5,Hyundai,Creta 1.6
4547,358000,104911,Petrol,Man,1,2019,1199,5,Maruti,Eeco 5
4548,455000,127509,Petrol,Man,1,2017,1197,5,Hyundai,Grand i10
4549,328000,29353,Petrol,Man,1,2019,1451,5,Maruti,Alto 800
4550,810000,42859,Petrol,Man,1,2021,1197,5,Renault,Kiger RXZ
4551,652000,106785,Cng,Man,1,2017,1498,5,Maruti,Ertiga VXI
4552,409000,93703,Petrol,Man,4,2013,1299,5,Maruti,Ertiga ZXI
4553,529000,111474,Diesel,Man,2,2015,1086,5,Honda,City i
4554,488000,77038,Petrol,Auto,2,2015,1461,5,Honda,Jazz 1.2
4555,483000,13945,Petrol,Man,1,2021,1086,5,Maruti,Ignis Sigma
4556,1615000,30106,Petrol,Auto,1,2019,1995,7,MG,Hector Sharp
4557,615000,84798,Petrol,Man,1,2020,1197,5,Maruti,Swift Dzire
4558,680000,92696,Diesel,Man,2,2017,1497,5,Honda,City i
4560,239000,51974,Petrol,Man,1,2014,1197,5,Hyundai,Santro Xing
4561,363000,152000,Diesel,Man,2,2013,2179,5,Renault,Fluence Diesel
4562,184000,84508,Petrol,Man,3,2014,796,5,Hyundai,Santro Xing
4563,1050000,100265,Diesel,Auto,2,2014,1086,5,BMW,X1 sDrive20d
4564,568000,69475,Petrol,Man,2,2018,1582,5,Hyundai,i20 1.2
4565,657000,79165,Petrol,Auto,2,2015,1199,5,Honda,City i
4566,214000,138094,Petrol,Man,2,2011,799,5,Toyota,Etios Liva
4567,518000,43993,Petrol,Man,2,2018,998,5,Hyundai,i20 1.2
4568,491000,77494,Diesel,Man,2,2012,1461,5,Mahindra,XUV500 W8
4569,299000,33880,Petrol,Man,1,2019,1956,5,Maruti,Alto 800
4570,223000,98223,Petrol,Man,2,2012,1198,5,Hyundai,i10 Magna
4571,416000,90387,Diesel,Man,1,2012,998,5,Hyundai,Verna 1.6
4572,404000,80176,Petrol,Man,1,2018,998,5,Tata,Tiago 1.2
4573,237000,72685,Petrol,Man,1,2016,1582,7,Renault,KWID RXL
4574,239000,42090,Petrol,Man,1,2013,999,5,Maruti,Wagon R
4575,350000,111332,Diesel,Man,2,2013,1086,5,Renault,Duster 110PS
4576,1568000,32744,Diesel,Man,2,2019,1193,5,MG,Hector Sharp
4577,207000,47910,Petrol,Man,3,2011,1248,5,Nissan,Micra XL
4578,273000,98466,Petrol,Man,1,2014,2494,5,Maruti,Wagon R
4579,166000,81929,Petrol,Man,3,2011,1197,5,Maruti,Wagon R
4580,381000,56538,Diesel,Man,2,2011,1197,5,Hyundai,Verna 1.6
4581,269000,61432,Petrol,Man,1,2018,1461,5,Renault,KWID 1.0
4582,174000,87733,Petrol,Man,3,2012,1086,5,Hyundai,Santro Xing
4583,241000,112991,Petrol,Man,3,2015,1368,5,Tata,Zest Revotron
4584,298000,124628,Diesel,Man,2,2012,999,5,Maruti,Swift Dzire
4585,957000,83233,Diesel,Man,1,2015,998,5,Toyota,Innova 2.5
4586,483000,73140,Petrol,Man,1,2017,1248,5,Maruti,Ignis 1.2
4587,244000,111437,Petrol,Man,2,2012,1197,5,Hyundai,i20 1.2
4588,258000,174529,Diesel,Man,2,2013,1197,5,Nissan,Sunny Diesel
4589,174000,78755,Petrol,Man,4,2011,1086,5,Hyundai,i10 Era
4590,675000,35336,Petrol,Man,1,2018,1248,5,Hyundai,Verna VTVT
4591,429000,11755,Petrol,Auto,1,2019,1798,5,Renault,KWID Climber
4592,134000,95891,Petrol,Man,3,2010,1497,5,Maruti,Wagon R
4593,599000,76502,Diesel,Man,2,2018,2143,5,Maruti,Baleno 1.3
4594,658000,29526,Petrol,Man,2,2021,1198,5,Maruti,Swift Dzire
4595,277000,59650,Petrol,Man,2,2012,796,5,Hyundai,i20 Magna
4597,758000,44641,Diesel,Man,1,2018,1197,5,Maruti,SX4 S
4598,308000,77613,Petrol,Auto,3,2010,1956,5,Skoda,Superb Elegance
4599,683000,61687,Petrol,Auto,2,2015,1399,5,Honda,City i
4600,1636000,144496,Diesel,Auto,1,2016,1497,5,Mercedes-Benz,CLA 200
4601,211000,149636,Petrol,Man,3,2013,1197,5,Honda,Brio EX
4602,199000,95489,Petrol,Man,1,2015,1061,5,Maruti,Alto 800
4603,138000,155835,Petrol,Man,4,2011,1198,5,Hyundai,Accent Executive
4604,548000,51371,Petrol,Man,1,2019,799,5,Maruti,Swift VXI
4605,1287000,57400,Diesel,Man,1,2018,1368,7,Jeep,Compass 2.0
4606,156000,146439,Diesel,Man,1,2011,2400,5,Ford,Figo Diesel
4607,401000,69733,Petrol,Man,1,2011,1461,5,Honda,City 1.5
4608,419000,92124,Cng,Man,2,2018,1197,5,Hyundai,Xcent Prime
4610,297000,157151,Petrol,Man,2,2014,1248,5,Volkswagen,Polo 1.2
4611,335000,28691,Petrol,Man,1,2018,1591,5,Renault,KWID RXT
4612,120000,81350,Petrol,Man,3,2011,1998,5,Fiat,Linea T
4613,1556000,126553,Diesel,Auto,1,2013,999,7,Volvo,XC60 D5
4614,416000,86019,Diesel,Man,2,2014,1196,5,Nissan,Terrano XL
4615,568000,22511,Petrol,Man,1,2020,1199,7,Maruti,Swift VXI
4616,424000,61893,Diesel,Man,2,2017,2499,5,Hyundai,Grand i10
4617,555000,114892,Diesel,Man,2,2015,2143,5,Maruti,Ertiga ZDI
4618,771000,50720,Petrol,Man,1,2019,1248,5,Hyundai,Verna VTVT
4619,4000000,18000,Petrol,Auto,1,2021,1199,7,BMW,2 Series
4620,1675000,16000,Petrol,Auto,1,2022,2179,5,Skoda,Kushaq 1.0
4621,415000,80000,Petrol,Man,2,2020,1396,5,Maruti,Eeco 5
4622,900000,17000,Petrol,Man,1,2019,1248,5,Honda,WR-V i-VTEC
4623,4200000,111000,Petrol,Auto,1,2018,1186,5,Lexus,NX 300h
4624,2850000,38000,Diesel,Auto,2,2015,1498,5,Mercedes-Benz,M-Class ML
4625,771000,71000,Diesel,Man,1,2017,1197,5,Maruti,Ertiga SHVS
4627,590000,77000,Diesel,Man,1,2013,1499,5,Mahindra,XUV500 W8
4628,711000,68000,Diesel,Man,1,2017,1172,5,Hyundai,i20 1.4
4629,230000,110000,Diesel,Man,2,2010,1968,5,Maruti,Swift Dzire
4630,550000,65000,Diesel,Man,1,2018,995,5,Hyundai,Xcent 1.2
4631,750000,77000,Diesel,Man,2,2017,1086,5,Honda,BR-V i-DTEC
4632,450000,60000,Petrol,Man,1,2015,1498,5,Hyundai,Grand i10
4633,610000,2640,Petrol,Auto,1,2002,1298,5,Tata,Tiago XTA
4634,230000,60000,Petrol,Man,3,2011,1493,5,Ford,Fiesta Petrol
4635,160000,80000,Petrol,Man,1,2014,1197,5,Fiat,Punto 1.2
4636,930000,120000,Diesel,Auto,3,2016,1341,5,Skoda,Octavia 2.0
4638,100000,25000,Petrol,Man,1,2007,1353,5,Hyundai,Santro Xing
4639,320000,90000,Diesel,Man,2,2014,1120,5,Honda,Amaze SX
4640,215000,30130,Petrol,Man,2,2006,1248,7,Maruti,Swift 1.3
4641,1550000,32000,Diesel,Auto,1,2021,1995,5,Hyundai,Verna SX
4642,675000,13000,Petrol,Man,1,2022,1199,5,Maruti,Swift VXI
4643,110000,40000,Petrol,Man,2,2005,799,5,Hyundai,Getz GLS
4644,1550000,20000,Petrol,Auto,1,2021,1298,5,Hyundai,Creta SX
4645,1651000,16000,Petrol,Auto,1,2021,2179,5,Kia,Seltos GTX
4646,370000,60000,Diesel,Man,2,2014,1461,5,Hyundai,Grand i10
4647,250000,120000,Diesel,Man,3,2010,1086,5,Maruti,Swift Dzire
4648,740000,120000,Diesel,Auto,2,2012,1193,5,BMW,X1 sDrive20d
4649,210000,70000,Diesel,Man,2,2012,1196,5,Skoda,Fabia 1.2L
4650,180000,40000,Petrol,Man,1,2017,1495,5,Datsun,RediGO T
4651,300000,120000,Petrol,Man,2,2010,1498,7,Maruti,Swift Dzire
4652,1051000,90000,Diesel,Auto,1,2017,1598,5,Tata,Hexa XTA
4653,195000,90000,Diesel,Man,1,2011,1198,5,Nissan,Micra Diesel
4654,100000,110000,Petrol,Auto,3,2006,1197,5,Hyundai,Santro Xing
4655,280000,110000,Petrol,Man,2,2015,1586,7,Tata,Zest Revotron
4656,225000,89511,Petrol,Man,1,2011,1493,4,Maruti,Eeco 5
4657,150000,120000,Cng,Man,2,2012,1248,5,Hyundai,Accent Executive
4658,600000,70000,Diesel,Auto,2,2016,1197,5,Skoda,Rapid 1.5
4659,390000,90000,Petrol,Auto,2,2014,1086,5,Skoda,Rapid 1.6
4660,300000,50000,Petrol,Man,1,2013,1248,5,Honda,Brio EX
4661,160000,132000,Petrol,Man,2,2011,624,5,Maruti,Ritz LXI
4662,175000,80000,Petrol,Man,3,2008,1198,5,Maruti,SX4 Vxi
4663,1020000,30000,Diesel,Man,1,2021,796,5,Mahindra,Bolero Neo
4664,400000,100000,Diesel,Man,1,2014,1461,5,Maruti,Swift RS
4665,535000,15000,Petrol,Man,1,2019,1798,5,Hyundai,Grand i10
4666,220000,120000,Petrol,Man,2,2015,1582,5,Hyundai,Santro Xing
4667,400000,120000,Diesel,Man,3,2013,1493,5,Maruti,Ertiga VDI
4669,440000,70000,Petrol,Man,2,2014,2354,5,Honda,Amaze SX
4670,260000,35000,Petrol,Man,1,2016,1598,5,Maruti,Alto 800
4671,500000,70000,Diesel,Man,1,2015,1590,5,Nissan,Terrano XL
4672,250000,80000,Petrol,Auto,1,2009,1995,5,Skoda,Superb 1.8
4673,900000,120000,Diesel,Man,1,2016,1197,5,Hyundai,Creta 1.6
4674,190000,100000,Diesel,Man,2,2008,1590,5,Hyundai,Verna CRDi
4675,100000,90000,Petrol,Man,3,2008,1582,5,Mahindra,Renault Logan
4676,510000,100000,Petrol,Auto,1,2012,814,5,Honda,Accord 2.4
4677,190000,110000,Diesel,Man,3,2011,936,5,Volkswagen,Vento Diesel
4678,130000,90000,Petrol,Man,2,2006,1196,5,Maruti,Baleno LXI
4679,2100000,50000,Diesel,Auto,3,2016,1248,5,BMW,X1 sDrive
4680,355000,90000,Petrol,Man,2,2017,998,7,Hyundai,Grand i10
4681,130000,90000,Petrol,Man,2,2006,1582,5,Maruti,Baleno LXI
4682,549000,88777,Diesel,Auto,2,2015,1461,5,Hyundai,Verna 1.6
4683,183000,65239,Petrol,Man,2,2012,1248,5,Hyundai,EON Sportz
4684,152000,88741,Diesel,Man,2,2014,1497,5,Chevrolet,Beat Diesel
4685,315000,58017,Petrol,Man,1,2016,2179,5,Maruti,Eeco 5
4686,514000,70076,Diesel,Man,3,2016,995,5,Maruti,Ciaz VDi
4687,336000,55202,Petrol,Man,1,2018,1196,7,Maruti,Alto K10
4688,344000,99681,Diesel,Man,2,2012,999,5,Hyundai,Verna 1.6
4689,396000,88189,Diesel,Man,2,2013,1248,5,Renault,Duster 110PS
4691,509000,104062,Petrol,Man,2,2014,1199,5,Honda,City i
4692,581000,103448,Diesel,Man,2,2014,2179,5,Mahindra,XUV500 W8
4693,134000,73672,Petrol,Man,2,2013,1497,5,Chevrolet,Spark 1.0
4694,315000,93009,Petrol,Man,1,2017,1498,5,Maruti,Eeco 5
